timestamp_unix,packet_ts,seq,argmax_idx,argmax_label,face_detected,latency_ms,neutral,happy,sad,angry
1774179919.353,26342.496370381,0,2,sad,1,48.31688100239262,0.19491760432720184,0.004246522206813097,0.7915105223655701,0.009325445629656315
1774179919.452,26342.607556196,1,2,sad,1,36.33185100261471,0.30694031715393066,0.11498205363750458,0.566588282585144,0.011489405296742916
1774179919.551,26342.703865032,2,2,sad,1,39.009928001178196,0.1995389461517334,0.07477308809757233,0.7174782752990723,0.008209740743041039
1774179919.611,26342.769144838,3,2,sad,1,33.82253400195623,0.14745265245437622,0.11512695997953415,0.7256894707679749,0.011730953119695187
1774179919.699,26342.85305283,4,2,sad,1,37.94218600160093,0.09588310122489929,0.07927995175123215,0.8123562335968018,0.012480687350034714
1774179919.816,26342.969773428,5,2,sad,1,37.70298199742683,0.06434361636638641,0.057427745312452316,0.8264038562774658,0.05182478576898575
1774179919.877,26343.034795807,6,2,sad,1,34.247682997374795,0.08572623878717422,0.16247478127479553,0.6308239698410034,0.12097495794296265
1774179919.922,26343.079910741,7,2,sad,1,33.77527500197175,0.06753814220428467,0.12754316627979279,0.7125436067581177,0.09237506240606308
1774179920.015,26343.16746931,8,2,sad,1,39.48407700227108,0.0974608063697815,0.08332055807113647,0.7589313983917236,0.06028713285923004
1774179920.073,26343.230155595,9,2,sad,1,35.01021999909426,0.23075702786445618,0.057318367063999176,0.6721723675727844,0.039752114564180374
1774179920.119,26343.278316421,10,2,sad,1,32.466772998304805,0.36547791957855225,0.05602841079235077,0.5525785088539124,0.025915058329701424
1774179920.163,26343.321925094,11,2,sad,1,32.792014000733616,0.24020038545131683,0.04103267565369606,0.6914252042770386,0.027341671288013458
1774179920.208,26343.367757306,12,2,sad,1,32.00962399932905,0.46315979957580566,0.027886636555194855,0.4911419749259949,0.017811454832553864
1774179920.258,26343.417694411,13,2,sad,1,31.875328000751324,0.4731473922729492,0.023752164095640182,0.49142932891845703,0.011670944280922413
1774179920.307,26343.468091091,14,2,sad,1,30.86512300069444,0.4536551237106323,0.017442043870687485,0.5212446451187134,0.007658056449145079
1774179920.358,26343.5187684,15,2,sad,1,30.76175299793249,0.4499814808368683,0.012871678918600082,0.5321283340454102,0.0050184112042188644
1774179920.409,26343.569424173,16,2,sad,1,31.361512999865226,0.4733794331550598,0.01340822409838438,0.5097146034240723,0.0034976580645889044
1774179920.461,26343.619602704,17,0,neutral,1,32.928292002907256,0.5402188897132874,0.011344955302774906,0.4461401104927063,0.0022959450725466013
1774179920.510,26343.670360533,18,0,neutral,1,31.529030999081442,0.5512875318527222,0.008463399484753609,0.4387439489364624,0.0015049867797642946
1774179920.561,26343.721065546,19,2,sad,1,31.776754000020446,0.35886189341545105,0.006699986290186644,0.6285641193389893,0.005873885005712509
1774179920.612,26343.771487614,20,2,sad,1,31.817957999010105,0.24000217020511627,0.005855935160070658,0.7493859529495239,0.004755787085741758
1774179920.664,26343.82228098,21,2,sad,1,33.095124999817926,0.19185975193977356,0.009538024663925171,0.7951335906982422,0.003468463895842433
1774179920.713,26343.872164492,22,2,sad,1,32.25427299912553,0.12686221301555634,0.006886934861540794,0.8631240725517273,0.0031266259029507637
1774179920.764,26343.923076987,23,2,sad,1,33.03329199843574,0.1719556748867035,0.005605712532997131,0.8203829526901245,0.0020555146038532257
1774179920.814,26343.973490167,24,2,sad,1,32.38860599958571,0.15937693417072296,0.005306560080498457,0.8339507579803467,0.0013656477676704526
1774179920.865,26344.024517403,25,2,sad,1,32.736829001805745,0.14869743585586548,0.004242994356900454,0.8461505174636841,0.0009089412051253021
1774179920.916,26344.074909231,26,2,sad,1,32.39577299973462,0.214456245303154,0.0038586128503084183,0.7810660004615784,0.0006190428393892944
1774179920.967,26344.125790763,27,2,sad,1,32.53210600087186,0.1590903103351593,0.007755723316222429,0.8326313495635986,0.0005225488566793501
1774179921.018,26344.176631406,28,2,sad,1,33.29442199901678,0.34767279028892517,0.010945343412458897,0.6409693956375122,0.00041239993879571557
1774179921.067,26344.226872289,29,2,sad,1,31.768771998031298,0.4433732032775879,0.010689991526305676,0.5455888509750366,0.0003478472644928843
1774179921.117,26344.277690413,30,2,sad,1,31.023142000776716,0.4583170413970947,0.009976157918572426,0.5314326286315918,0.00027405167929828167
1774179921.169,26344.328870186,31,2,sad,1,31.77901299932273,0.4296823740005493,0.012783216312527657,0.5572605729103088,0.0002737336908467114
1774179921.218,26344.378825421,32,2,sad,1,31.015511998703005,0.3478270471096039,0.012674283236265182,0.6390341520309448,0.00046442897291854024
1774179921.269,26344.429695934,33,2,sad,1,31.098179002583493,0.35851147770881653,0.009070063941180706,0.6320942640304565,0.00032411329448223114
1774179921.321,26344.479904447,34,2,sad,1,32.478569002705626,0.45475345849990845,0.012317444197833538,0.5326113700866699,0.0003176161553710699
1774179921.369,26344.53011957,35,2,sad,1,31.078697997145355,0.3921511471271515,0.01046350784599781,0.5971378087997437,0.0002474194043315947
1774179921.421,26344.580286194,36,2,sad,1,32.25897700031055,0.31632402539253235,0.00900427158921957,0.6744951009750366,0.00017651909729465842
1774179921.472,26344.631687375,37,2,sad,1,32.120586998644285,0.266113817691803,0.007836297154426575,0.725877046585083,0.00017270923126488924
1774179921.521,26344.682065313,38,2,sad,1,30.9515310000279,0.1738620400428772,0.005431676749140024,0.8205888271331787,0.00011732413986464962
1774179921.573,26344.732797493,39,2,sad,1,31.92060599758406,0.1208292618393898,0.003695263061672449,0.8753954172134399,7.994957559276372e-05
1774179921.623,26344.783308228,40,2,sad,1,31.015993998153135,0.2114727795124054,0.005500547122210264,0.7829322218894958,9.431871876586229e-05
1774179921.673,26344.83411976,41,2,sad,1,31.003345000499394,0.19465352594852448,0.005799676291644573,0.7994521260261536,9.456771658733487e-05
1774179921.723,26344.88412218,42,2,sad,1,30.846475001453655,0.18276214599609375,0.006233107298612595,0.8109089732170105,9.568277891958132e-05
1774179921.775,26344.934620748,43,2,sad,1,31.708919999800855,0.13921718299388885,0.004573388025164604,0.8561373949050903,7.187160372268409e-05
1774179921.825,26344.98537478,44,2,sad,1,31.911771999148186,0.11819824576377869,0.0037778231780976057,0.877966046333313,5.772485019406304e-05
1774179921.876,26345.036120515,45,2,sad,1,31.933531998220133,0.20387041568756104,0.0046279653906822205,0.7914299964904785,7.152154284995049e-05
1774179921.926,26345.086604917,46,2,sad,1,31.3993269992352,0.1813184916973114,0.005452022887766361,0.8131438493728638,8.552716462872922e-05
1774179921.978,26345.136913615,47,2,sad,1,32.80366200124263,0.1407816857099533,0.004810010083019733,0.8543418645858765,6.629505514865741e-05
1774179922.028,26345.18710635,48,2,sad,1,32.419383998785634,0.11211581528186798,0.003675081767141819,0.8841534852981567,5.5489304941147566e-05
1774179922.079,26345.237511436,49,2,sad,1,32.920514000579715,0.12535902857780457,0.003029749495908618,0.8715528249740601,5.829520523548126e-05
1774179922.128,26345.287835004,50,2,sad,1,32.36364300028072,0.10248896479606628,0.00236485805362463,0.8950899839401245,5.6103512179106474e-05
1774179922.179,26345.33810335,51,2,sad,1,32.554883997363504,0.1919393539428711,0.004045064095407724,0.8039507865905762,6.466933700721711e-05
1774179922.228,26345.38793964,52,2,sad,1,31.80303100089077,0.17499208450317383,0.005145924165844917,0.8197922706604004,6.959810707485303e-05
