timestamp_unix,packet_ts,seq,argmax_idx,argmax_label,face_detected,latency_ms,neutral,happy,sad,angry
1774180998.541,27421.694270151,0,2,sad,1,38.436192997323815,0.21306759119033813,0.0025116819888353348,0.7405676245689392,0.043853070586919785
1774180998.797,27421.945295872,1,2,sad,1,43.00670500015258,0.14869460463523865,0.0016621202230453491,0.8208040595054626,0.028839141130447388
1774180998.857,27422.005099,2,2,sad,1,43.99911099972087,0.12387092411518097,0.0010999084915965796,0.8561440706253052,0.018885012716054916
1774180998.912,27422.061314336,3,2,sad,1,42.530427999736276,0.1321905553340912,0.000769565929658711,0.8542301654815674,0.012809625826776028
1774180998.963,27422.119859448,4,2,sad,1,34.751603998302016,0.17050564289093018,0.0006478687282651663,0.8192476630210876,0.009598723612725735
1774180999.011,27422.167580388,5,2,sad,1,34.68819599947892,0.21351733803749084,0.0005874774651601911,0.7787970304489136,0.007098057307302952
1774180999.055,27422.214083496,6,2,sad,1,33.20699499818147,0.1933484971523285,0.00041718309512361884,0.8008143901824951,0.0054198033176362514
1774180999.101,27422.259347624,7,2,sad,1,33.38780899866833,0.2247391790151596,0.00036813656333833933,0.770328164100647,0.004564440809190273
1774180999.147,27422.30604962,8,2,sad,1,33.163568998134,0.3007514774799347,0.0004350320086814463,0.6953461170196533,0.0034672864712774754
1774180999.190,27422.350519638,9,2,sad,1,31.23357200092869,0.24526900053024292,0.0003208693233318627,0.7516520619392395,0.002757975598797202
1774180999.236,27422.395661026,10,2,sad,1,32.16275500017218,0.27937859296798706,0.00034158871858380735,0.7175620198249817,0.0027177059091627598
1774180999.284,27422.441802801,11,2,sad,1,33.78497599987895,0.2584254741668701,0.00031105935340747237,0.738987922668457,0.0022754967212677
1774180999.332,27422.490227499,12,2,sad,1,33.950345998164266,0.24541348218917847,0.0002919067919719964,0.7521918416023254,0.0021027126349508762
1774180999.378,27422.536544403,13,2,sad,1,33.045865999156376,0.2704296112060547,0.0002908064634539187,0.7273021340370178,0.001977411098778248
1774180999.421,27422.581076514,14,2,sad,1,31.31758999734302,0.30083948373794556,0.00046106730587780476,0.697059154510498,0.0016402676701545715
1774180999.465,27422.625362421,15,2,sad,1,31.84319999854779,0.33195245265960693,0.000393843452911824,0.6659671068191528,0.0016866049263626337
1774180999.513,27422.671307678,16,2,sad,1,33.24838399930741,0.35597068071365356,0.00031928025418892503,0.6417008638381958,0.00200920132920146
1774180999.556,27422.716362528,17,2,sad,1,31.634793998819077,0.40916773676872253,0.00028341342112980783,0.5888225436210632,0.0017262876499444246
1774180999.603,27422.759332252,18,2,sad,1,35.086547999526374,0.3960948586463928,0.00027064792811870575,0.601791262626648,0.001843224628828466
1774180999.648,27422.807063506,19,2,sad,1,33.08573600224918,0.36424317955970764,0.0002134924434358254,0.6339020729064941,0.0016411591786891222
