timestamp_unix,packet_ts,seq,argmax_idx,argmax_label,face_detected,latency_ms,neutral,happy,sad,angry
1774267927.585,2967.300918508,0,1,happy,1,38.74933599990982,0.018243996426463127,0.9512125849723816,0.030191175639629364,0.00035225035389885306
1774267927.790,2967.506668326,1,1,happy,1,38.22201999992103,0.038102250546216965,0.7667573690414429,0.19470682740211487,0.0004335546400398016
1774267927.838,2967.558040211,2,1,happy,1,34.22804699994231,0.08879737555980682,0.6271191835403442,0.2832508981227875,0.0008324994705617428
1774267927.885,2967.605257475,3,1,happy,1,34.307620999697974,0.10266746580600739,0.49409177899360657,0.4021364450454712,0.0011042626574635506
1774267927.931,2967.652617313,4,2,sad,1,33.074135999868304,0.12212064862251282,0.36520570516586304,0.5116827487945557,0.0009908012580126524
1774267927.975,2967.696433661,5,2,sad,1,33.34495199987941,0.2201111614704132,0.3032527565956116,0.4757126569747925,0.0009233236778527498
1774267928.019,2967.740908288,6,2,sad,1,32.38728299993454,0.30917221307754517,0.2733117938041687,0.41666388511657715,0.0008520127739757299
1774267928.061,2967.784216098,7,0,neutral,1,31.260631999884936,0.3548834025859833,0.2984432876110077,0.34579047560691833,0.0008827674901112914
1774267928.103,2967.827035703,8,1,happy,1,31.1027429997921,0.3179169297218323,0.3411540985107422,0.34004485607147217,0.0008840255322866142
1774267928.146,2967.869519289,9,1,happy,1,30.953741999837803,0.35568904876708984,0.357803076505661,0.28530198335647583,0.0012058124411851168
1774267928.189,2967.911779411,10,1,happy,1,31.902762999834522,0.3347994387149811,0.3790370225906372,0.28492647409439087,0.0012370035983622074
1774267928.231,2967.955519036,11,1,happy,1,30.614056999638706,0.30490729212760925,0.3767939805984497,0.31686145067214966,0.0014371818397194147
1774267928.274,2967.997967233,12,1,happy,1,30.5619820001084,0.28655216097831726,0.4464196264743805,0.2653777599334717,0.0016503724036738276
1774267928.317,2968.039721224,13,2,sad,1,31.737448000058066,0.202365905046463,0.36147063970565796,0.43469393253326416,0.0014694595010951161
1774267928.360,2968.083041682,14,2,sad,1,31.70942999986437,0.13534170389175415,0.24008207023143768,0.6161417961120605,0.008434372954070568
