timestamp_unix,packet_ts,seq,argmax_idx,argmax_label,face_detected,latency_ms,neutral,happy,sad,angry
1774267699.423,2739.114867619,0,1,happy,1,63.157090000004246,0.13244526088237762,0.4334579110145569,0.287209153175354,0.1468876451253891
1774267699.502,2739.219563564,1,2,sad,1,36.647829999765236,0.11041996628046036,0.30494070053100586,0.4052972197532654,0.1793420910835266
1774267699.547,2739.267832022,2,2,sad,1,34.3181039997944,0.11602260172367096,0.24616257846355438,0.5004690289497375,0.13734576106071472
1774267699.595,2739.312148548,3,2,sad,1,37.93060899988632,0.07730946689844131,0.16004665195941925,0.6614720821380615,0.1011718213558197
1774267699.640,2739.359940468,4,2,sad,1,34.31273400019563,0.05334514379501343,0.10554029792547226,0.7218009233474731,0.11931365728378296
1774267699.682,2739.405097014,5,2,sad,1,31.73654500005796,0.03755734860897064,0.10338667035102844,0.6872920989990234,0.17176386713981628
1774267699.723,2739.446860277,6,2,sad,1,31.02813600025911,0.02746100351214409,0.11747658252716064,0.6601369976997375,0.19492536783218384
1774267699.763,2739.487734927,7,2,sad,1,29.460801999903197,0.022195041179656982,0.20429594814777374,0.6199908256530762,0.15351812541484833
1774267699.804,2739.527527484,8,2,sad,1,30.753988000014942,0.01628047041594982,0.3580213189125061,0.4979257583618164,0.12777242064476013
1774267699.846,2739.568776987,9,1,happy,1,31.52334099968357,0.04584813863039017,0.5108645558357239,0.35825371742248535,0.08503354340791702
1774267699.886,2739.610367454,10,1,happy,1,30.591117999847484,0.04427236318588257,0.6244792342185974,0.2505236864089966,0.08072465658187866
1774267699.926,2739.650901141,11,1,happy,1,29.85691300000326,0.05159246549010277,0.5899320244789124,0.19086888432502747,0.16760657727718353
1774267699.965,2739.690541457,12,1,happy,1,29.384985999968194,0.03542354702949524,0.6721739768981934,0.1281406432390213,0.1642618328332901
1774267700.005,2739.730224384,13,1,happy,1,29.37931899987234,0.02324812300503254,0.7680378556251526,0.08781968802213669,0.12089426815509796
1774267700.045,2739.769496421,14,1,happy,1,30.092969000179437,0.01585555262863636,0.8328096866607666,0.0586189404129982,0.09271569550037384
1774267700.086,2739.80953709,15,1,happy,1,31.528173999959108,0.01031196303665638,0.890755295753479,0.03834371641278267,0.06058895215392113
1774267700.126,2739.851017464,16,1,happy,1,29.59089399973891,0.006703163962811232,0.92877197265625,0.02513355389237404,0.03939129039645195
1774267700.165,2739.890390724,17,1,happy,1,29.2928750000101,0.004374338313937187,0.9518078565597534,0.017437497153878212,0.026380285620689392
1774267700.207,2739.931057263,18,1,happy,1,30.583710999962932,0.002845826093107462,0.9570174217224121,0.015015298500657082,0.025121428072452545
1774267700.246,2739.971403932,19,1,happy,1,29.74822799978938,0.004111758433282375,0.7549464702606201,0.1959763467311859,0.044965390115976334
1774267700.287,2740.010856692,20,1,happy,1,30.361783999978798,0.0028867328073829412,0.745514988899231,0.21323317289352417,0.03836505860090256
1774267700.326,2740.050755249,21,1,happy,1,29.41619000011997,0.0019339034333825111,0.6651695370674133,0.3055983781814575,0.02729811519384384
1774267700.365,2740.090305972,22,1,happy,1,29.721358000188047,0.029252903535962105,0.688839316368103,0.26305800676345825,0.018849661573767662
1774267700.407,2740.131154438,23,1,happy,1,30.20502499975919,0.039857011288404465,0.7194559574127197,0.2223600149154663,0.018326926976442337
1774267700.447,2740.17130494,24,1,happy,1,30.065616999763733,0.11101096123456955,0.696234941482544,0.17960405349731445,0.013149984180927277
1774267700.496,2740.219582546,25,1,happy,1,30.691933000071003,0.12865810096263885,0.4916223883628845,0.30986690521240234,0.06985253840684891
1774267700.538,2740.260176974,26,1,happy,1,32.57117600014681,0.10330455005168915,0.4142761826515198,0.34426355361938477,0.13815565407276154
