ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-02-25 14:55:07,1771998907.904,1742,1613,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 14:55:08,1771998908.904,1742,1623,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 14:55:09,1771998909.904,2090,2701,,,255,255.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 14:55:10,1771998910.904,1733,2969,,,221,238.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 14:55:11,1771998911.904,4388,4942,,,203,226.3,-52.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 14:55:12,1771998912.904,,,,,186,216.2,-69.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 14:55:13,1771998913.904,,,,,159,204.8,-96.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 14:55:14,1771998914.904,,,,,160,197.3,-95.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 14:55:15,1771998915.904,,,,,155,172.6,-100.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 14:55:16,1771998916.904,,,,,150,168.8,-105.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
