ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-02-25 19:40:38,1772016038.864,662,816,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:40:39,1772016039.864,2518,4504,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:40:40,1772016040.864,20334,22301,,,235,235.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:40:41,1772016041.864,9604,12728,,,204,219.5,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:40:42,1772016042.864,42571,42697,,,187,208.7,-48.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 19:40:43,1772016043.864,168064,237849,,,174,200.0,-61.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:44,1772016044.864,167498,235099,,,165,193.0,-70.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:45,1772016045.864,165821,229240,,,158,177.6,-77.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:46,1772016046.864,166645,232319,,,154,173.7,-81.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:47,1772016047.864,165322,228105,,,150,160.2,-85.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:48,1772016048.864,166118,231241,,,148,155.0,-87.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:49,1772016049.864,167193,235149,,,146,151.2,-89.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:50,1772016050.864,166329,232259,,,144,150.0,-91.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:51,1772016051.864,164956,227659,,,144,146.4,-43.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:52,1772016052.864,165176,228226,,,142,144.8,-32.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:53,1772016053.864,165423,228976,64.9,,142,143.6,-23.0,0,0.15,,1.00,0.00,0.4,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:40:54,1772016054.864,164976,227293,64.3,0.022,141,143.2,-24.0,0,0.14,0.89,1.00,0.00,0.6,0.7,0.6,1,1,
2026-02-25 19:40:55,1772016055.864,165205,227945,64.3,0.022,140,141.8,-18.0,0,0.14,0.89,0.90,0.00,0.6,0.7,0.6,1,1,
