ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-02-25 19:43:16,1772016196.811,73486,82176,,,,,,0,,,0.00,0.00,0.0,0.2,0.2,1,0,hrv_warming_up(need~30s)
2026-02-25 19:43:17,1772016197.811,645,972,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:43:18,1772016198.811,630,899,,,255,255.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:43:19,1772016199.811,2933,1878,,,223,239.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:43:20,1772016200.811,729,875,,,200,226.0,-55.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 19:43:21,1772016201.811,93273,102418,,,185,215.8,-70.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:22,1772016202.811,165245,240211,,,170,206.6,-85.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:23,1772016203.811,165622,241988,,,165,199.7,-90.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:24,1772016204.811,165041,240768,,,158,175.6,-97.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:25,1772016205.811,165249,243491,,,155,166.6,-100.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:27,1772016206.811,,,,,151,164.0,-104.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:28,1772016207.811,,,,,149,158.0,-106.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:29,1772016208.811,,,,,148,154.3,-107.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:30,1772016209.811,,,,,148,151.5,-75.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:30,1772016210.811,,,,,146,148.4,-39.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:31,1772016211.811,,,,,145,147.8,-40.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:32,1772016212.811,,,,,143,146.0,-22.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:33,1772016213.811,,,,,143,145.0,-22.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:34,1772016214.811,,,,,145,144.4,-13.0,0,,,0.65,0.00,0.5,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:35,1772016215.811,,,,,142,144.0,-13.0,0,,,0.65,0.00,0.5,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:36,1772016216.811,,,,,142,143.0,-7.0,0,,,0.35,0.00,0.2,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:37,1772016217.811,,,,,142,142.8,-6.0,0,,,0.30,0.00,0.2,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:38,1772016218.811,,,,,142,142.6,-6.0,0,,,0.30,0.00,0.2,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:39,1772016219.811,,,,,142,142.0,-4.0,0,,,0.20,0.00,0.1,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:40,1772016220.811,,,,,141,141.8,-5.0,0,,,0.25,0.00,0.2,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:41,1772016221.811,,,,,141,141.7,-2.0,0,,,0.10,0.00,0.1,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:42,1772016222.811,,,,,140,141.2,-3.0,0,,,0.15,0.00,0.1,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:43,1772016223.811,,,,,141,141.2,-2.0,0,,,0.10,0.00,0.1,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:43:44,1772016224.811,,,,,150,142.6,8.0,0,,,0.40,0.00,0.3,0.4,0.2,1,1,hrv_warming_up(need~30s)
