ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-02-25 19:44:01,1772016241.694,755,962,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:44:02,1772016242.694,2370,1985,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:44:03,1772016243.694,19526,16248,,,236,236.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:44:04,1772016244.694,3013,3481,,,206,221.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:44:05,1772016245.694,25534,21491,,,186,209.3,-50.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 19:44:06,1772016246.694,166088,231016,,,163,197.8,-73.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:07,1772016247.694,173831,255057,,,158,189.8,-78.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:08,1772016248.694,174460,258256,,,153,173.2,-83.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:09,1772016249.694,174200,257856,,,150,162.0,-86.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:10,1772016250.694,174251,258712,,,148,154.4,-88.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:11,1772016251.694,174166,258910,,,147,151.2,-89.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:12,1772016252.694,,,,,145,150.2,-91.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:13,1772016253.694,,,,,144,146.8,-62.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:14,1772016254.694,,,,,144,146.3,-42.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:15,1772016255.694,,,,,136,143.2,-27.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:44:16,1772016256.694,,,,,143,142.4,-15.0,0,,,0.75,0.00,0.5,0.4,0.2,1,1,hrv_warming_up(need~30s)
