ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-02-25 19:51:36,1772016696.675,670,787,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:51:37,1772016697.675,858,988,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-02-25 19:51:38,1772016698.675,13702,10083,,,261,261.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:51:39,1772016699.675,19437,12207,,,230,245.5,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-02-25 19:51:40,1772016700.675,9840,4739,,,216,235.7,-45.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 19:51:41,1772016701.675,166993,237902,,,201,227.0,-60.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:51:42,1772016702.675,19501,14254,,,179,217.4,-82.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-02-25 19:51:43,1772016703.675,170798,247728,,,176,200.4,-85.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:51:44,1772016704.675,,,,,167,187.8,-94.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
2026-02-25 19:51:45,1772016705.675,,,,,169,178.4,-92.0,0,,,1.00,0.00,0.7,0.4,0.2,1,1,hrv_warming_up(need~30s)
