ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-05-05 23:09:37,1777990177.048,661,762,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 23:09:38,1777990178.048,662,763,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 23:09:39,1777990179.048,698,756,,,,0,675.00,675.14,-3.33,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:40,1777990180.048,669,786,,,,0,674.00,675.00,-1.09,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:41,1777990181.048,629,753,,,,0,676.00,674.87,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:42,1777990182.048,656,770,,,,0,675.00,674.80,-1.04,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:43,1777990183.048,657,764,,,,0,675.00,674.80,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:44,1777990184.048,663,767,,,,0,675.00,674.73,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:45,1777990185.048,661,767,,,,0,674.00,674.69,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:46,1777990186.048,662,758,,,,0,675.00,674.72,1.09,0,0.031,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:47,1777990187.048,659,756,,,,0,675.00,674.72,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:48,1777990188.048,662,757,,,,0,675.00,674.70,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:49,1777990189.050,658,764,,,,0,675.00,674.79,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:50,1777990190.048,662,753,,,,0,675.00,674.78,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:51,1777990191.048,658,770,,,,0,675.00,674.78,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:52,1777990192.048,697,766,,,,0,675.00,674.80,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:53,1777990193.048,659,773,,,,0,675.00,674.84,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:54,1777990194.048,635,735,,,,0,674.00,674.77,-1.09,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:55,1777990195.048,655,762,,,,0,674.00,674.74,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:56,1777990196.048,656,762,,,,0,674.00,674.75,-1.09,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:57,1777990197.048,653,765,,,,0,675.00,674.77,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:58,1777990198.048,662,765,,,,0,675.00,674.73,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:09:59,1777990199.048,660,764,,,,0,674.00,674.76,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 23:10:00,1777990200.048,661,769,,,,0,675.00,674.77,1.09,0,0.031,0.000,0.000,0,1,NO_FINGER
