ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-05-05 22:30:18,1777987818.267,732,811,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 22:30:19,1777987819.267,734,811,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 22:30:20,1777987820.267,755,811,,,,0,675.00,675.00,-3.33,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:21,1777987821.267,713,811,,,,0,675.00,674.92,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:22,1777987822.267,730,830,,,,0,675.00,674.89,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:23,1777987823.267,731,815,,,,0,675.00,674.85,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:24,1777987824.267,727,809,,,,0,675.00,674.86,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:25,1777987825.267,729,807,,,,0,675.00,674.84,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:26,1777987826.267,730,802,,,,0,675.00,674.83,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:27,1777987827.267,742,805,,,,0,674.00,674.78,-1.09,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:28,1777987828.267,735,812,,,,0,675.00,674.80,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:29,1777987829.267,732,810,,,,0,675.00,674.81,1.06,0,0.030,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:30,1777987830.267,733,808,,,,0,674.00,674.82,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:31,1777987831.267,732,813,,,,0,674.00,674.81,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:32,1777987832.267,732,807,,,,0,674.00,674.85,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:33,1777987833.267,776,808,,,,0,675.00,674.85,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:34,1777987834.267,731,809,,,,0,675.00,674.79,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:35,1777987835.267,699,796,,,,0,675.00,674.76,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:36,1777987836.267,736,813,,,,0,676.00,674.77,2.04,0,0.058,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:37,1777987837.267,728,806,,,,0,675.00,674.75,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:38,1777987838.267,732,814,,,,0,675.00,674.76,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:39,1777987839.267,732,811,,,,0,675.00,674.79,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:40,1777987840.267,732,814,,,,0,675.00,674.84,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:41,1777987841.267,732,813,,,,0,675.00,674.87,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:42,1777987842.267,737,811,,,,0,675.00,674.88,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:43,1777987843.267,739,815,,,,0,675.00,674.91,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:44,1777987844.267,729,811,,,,0,675.00,674.91,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:45,1777987845.267,738,808,,,,0,675.00,674.90,1.09,0,0.031,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:46,1777987846.267,733,808,,,,0,674.00,674.85,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:47,1777987847.267,773,811,,,,0,675.00,674.86,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:48,1777987848.267,737,810,,,,0,675.00,674.81,1.09,0,0.031,0.000,0.000,0,1,NO_FINGER
2026-05-05 22:30:49,1777987849.267,711,793,,,,0,674.00,674.77,-1.04,0,0.000,0.000,0.000,0,1,NO_FINGER
