ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-05-05 20:45:42,1777981542.271,845,916,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 20:45:43,1777981543.272,842,919,,,,0,,,0.00,0,0.000,0.000,0.000,0,0,NO_FINGER
2026-05-05 20:45:44,1777981544.271,847,922,,,,0,674.00,674.71,-3.33,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:45,1777981545.271,849,917,,,,0,675.00,674.59,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:46,1777981546.271,852,917,,,,0,674.00,674.59,-1.04,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:47,1777981547.271,850,921,,,,0,675.00,674.59,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:48,1777981548.271,846,912,,,,0,675.00,674.61,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:49,1777981549.271,844,921,,,,0,674.00,674.60,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:50,1777981550.271,872,916,,,,0,675.00,674.63,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:51,1777981551.271,856,920,,,,0,675.00,674.63,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:52,1777981552.271,819,888,,,,0,674.00,674.62,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:53,1777981553.271,850,914,,,,0,675.00,674.62,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:54,1777981554.271,846,914,,,,0,675.00,674.65,1.06,0,0.030,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:55,1777981555.271,843,923,,,,0,674.00,674.64,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:56,1777981556.271,842,917,,,,0,674.00,674.61,-1.06,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:57,1777981557.271,847,924,,,,0,674.00,674.62,-1.02,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:58,1777981558.271,839,922,,,,0,675.00,674.63,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:45:59,1777981559.271,847,923,,,,0,675.00,674.59,1.02,0,0.029,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:00,1777981560.271,842,922,,,,0,675.00,674.57,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:01,1777981561.271,845,915,,,,0,674.00,674.59,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:02,1777981562.271,844,916,,,,0,674.00,674.56,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:03,1777981563.271,843,918,,,,0,675.00,674.54,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:04,1777981564.271,835,923,,,,0,675.00,674.57,1.09,0,0.031,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:06,1777981566.763,1094,1899,,,,0,674.00,674.62,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:06,1777981566.767,1094,1899,,,,0,674.00,674.62,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:07,1777981567.274,1753,2318,,,,0,674.00,674.65,-2.15,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:08,1777981568.271,798,951,,,,0,674.00,674.64,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:09,1777981569.296,866,1002,,,,0,675.00,674.61,1.67,0,0.048,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:10,1777981570.479,856,989,,,,0,675.00,674.60,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:11,1777981571.293,778,868,,,,0,676.00,674.62,1.43,0,0.041,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:14,1777981574.356,3661,5562,,,,0,674.00,674.65,0.00,0,0.000,0.000,0.000,0,1,NO_FINGER
2026-05-05 20:46:14,1777981574.393,11130,52479,,,,0,674.00,674.64,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:14,1777981574.396,11130,52479,,,,0,674.00,674.64,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:15,1777981575.401,11130,52479,,,,0,674.00,674.54,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:16,1777981576.273,11130,52479,,,,0,674.00,674.44,-1.53,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:17,1777981577.271,11130,52479,,,,0,675.00,674.37,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:18,1777981578.271,11130,52479,,,,0,675.00,674.42,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:19,1777981579.271,11130,52479,,,,0,675.00,674.39,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:20,1777981580.271,11130,52479,,,,0,675.00,674.39,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:21,1777981581.271,11130,52479,,,,0,675.00,674.41,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:22,1777981582.271,11130,52479,,,,0,675.00,674.41,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:23,1777981583.271,11130,52479,,,,0,675.00,674.41,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:24,1777981584.271,11130,52479,,,,0,674.00,674.43,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:25,1777981585.271,11130,52479,,,,0,674.00,674.43,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:26,1777981586.271,11130,52479,,,,0,674.00,674.41,-1.02,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:27,1777981587.274,11130,52479,,,,0,675.00,674.42,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:28,1777981588.271,11130,52479,,,,0,674.00,674.41,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:29,1777981589.271,11130,52479,,,,0,675.00,674.40,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:30,1777981590.271,11130,52479,,,,0,675.00,674.46,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:31,1777981591.271,11130,52479,,,,0,675.00,674.45,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:32,1777981592.271,11130,52479,,,,0,675.00,674.46,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:33,1777981593.271,11130,52479,,,,0,674.00,674.44,-1.02,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:34,1777981594.271,11130,52479,,,,0,674.00,674.45,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:35,1777981595.271,11130,52479,,,,0,674.00,674.39,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:36,1777981596.271,11130,52479,,,,0,675.00,674.40,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:37,1777981597.274,11130,52479,,,,0,674.00,674.36,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:38,1777981598.271,11130,52479,,,,0,674.00,674.37,-1.02,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:39,1777981599.271,11130,52479,,,,0,674.00,674.36,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:40,1777981600.271,11130,52479,,,,0,674.00,674.38,-1.04,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:41,1777981601.271,11130,52479,,,,0,675.00,674.39,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:42,1777981602.271,11130,52479,,,,0,674.00,674.40,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:43,1777981603.271,11130,52479,,,,0,675.00,674.41,1.02,0,0.029,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:44,1777981604.271,11130,52479,,,,0,674.00,674.37,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:45,1777981605.271,11130,52479,,,,0,674.00,674.36,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:46,1777981606.271,11130,52479,,,,0,675.00,674.31,1.04,0,0.030,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:47,1777981607.271,11130,52479,,,,0,674.00,674.32,0.00,0,0.000,0.000,0.000,1,1,LOW_PPG_Q
2026-05-05 20:46:48,1777981608.271,11130,52479,,,,0,675.00,674.31,1.09,0,0.031,0.000,0.000,1,1,LOW_PPG_Q
