timestamp_unix,fusion_timestamp,dominant_emotion,confidence,safe,stressed,alert_level,alert_reason,fer_neutral,fer_happy,fer_sad,fer_angry,fer_alert,fer_drowsy,bio_bpm,bio_hrv,bio_gsr,bio_safe,bio_stressed
1774268461.320,1774268461.319899,safe,0.9131579214177657,0.9131579214177657,0.08684207858223425,NORMAL,Stress level is low (EMA=0.08),0.19210009276866913,0.4460577964782715,0.3387924134731293,0.023049548268318176,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.372,1774268461.3717198,safe,0.9131579214177657,0.9131579214177657,0.08684207858223425,NORMAL,Stress level is low (EMA=0.08),0.19210009276866913,0.4460577964782715,0.3387924134731293,0.023049548268318176,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.421,1774268461.420935,safe,0.9131579214177657,0.9131579214177657,0.08684207858223425,NORMAL,Stress level is low (EMA=0.09),0.19210009276866913,0.4460577964782715,0.3387924134731293,0.023049548268318176,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.479,1774268461.4777095,safe,0.9131579214177657,0.9131579214177657,0.08684207858223425,NORMAL,Stress level is low (EMA=0.09),0.19210009276866913,0.4460577964782715,0.3387924134731293,0.023049548268318176,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.553,1774268461.552798,safe,0.8834837581338331,0.8834837581338331,0.11651624186616699,NORMAL,Stress level is low (EMA=0.09),0.15167783200740814,0.3628377318382263,0.31837165355682373,0.16711264848709106,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.600,1774268461.6001897,safe,0.8834837581338331,0.8834837581338331,0.11651624186616699,NORMAL,Stress level is low (EMA=0.10),0.15167783200740814,0.3628377318382263,0.31837165355682373,0.16711264848709106,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.633,1774268461.6333907,safe,0.8834837581338331,0.8834837581338331,0.11651624186616699,NORMAL,Stress level is low (EMA=0.11),0.15167783200740814,0.3628377318382263,0.31837165355682373,0.16711264848709106,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.674,1774268461.6735547,safe,0.8834837581338331,0.8834837581338331,0.11651624186616699,NORMAL,Stress level is low (EMA=0.11),0.15167783200740814,0.3628377318382263,0.31837165355682373,0.16711264848709106,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268461.759,1774268461.7592747,safe,0.9042952864156062,0.9042952864156062,0.09570471358439385,NORMAL,Stress level is low (EMA=0.11),0.2285245656967163,0.37270569801330566,0.27944067120552063,0.11932893842458725,1.0,0.0,0.0,0.0,676.0,1.0,0.0
1774268461.823,1774268461.822664,safe,0.9360593362855973,0.9360593362855973,0.06394066371440268,NORMAL,Stress level is low (EMA=0.09),0.15097855031490326,0.5826019048690796,0.18823687732219696,0.07818253338336945,1.0,0.0,0.0,0.0,676.0,1.0,0.0
1774268461.878,1774268461.8775501,safe,0.948563702276084,0.948563702276084,0.051436297723915975,NORMAL,Stress level is low (EMA=0.08),0.3068445920944214,0.47883737087249756,0.1603555828332901,0.053962305188179016,1.0,0.0,0.0,0.0,676.0,1.0,0.0
1774268461.929,1774268461.9285123,safe,0.9662275527721045,0.9662275527721045,0.03377244722789554,NORMAL,Stress level is low (EMA=0.07),0.20481719076633453,0.6544641256332397,0.10551111400127411,0.03520740196108818,1.0,0.0,0.0,0.0,676.0,1.0,0.0
1774268461.956,1774268461.9557054,safe,0.9662275527721045,0.9662275527721045,0.03377244722789554,NORMAL,Stress level is low (EMA=0.06),0.20481719076633453,0.6544641256332397,0.10551111400127411,0.03520740196108818,1.0,0.0,0.0,0.0,676.0,1.0,0.0
