ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 18:36:42,1772530602.451,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:36:43,1772530603.451,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:36:44,1772530604.451,,,,,245,245.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-03-03 18:36:45,1772530605.451,,,,,217,231.0,-28.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:46,1772530606.451,,,,,202,221.3,-43.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:47,1772530607.451,,,,,188,213.0,-57.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:48,1772530608.451,,,,,182,206.8,-63.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:49,1772530609.451,,,,,173,192.4,-72.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:50,1772530610.451,,,,,171,183.2,-74.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:51,1772530611.451,,,,,166,176.0,-79.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:36:52,1772530612.451,,,,,165,171.4,-80.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
