ts_iso,ts_unix,red,ir,bpm,rmssd,rmssd_ema,gsr,gsr_mean_5s,gsr_slope_1s,eda_tonic,eda_phasic_rms_10s,eda_scr_rate_per_min,baseline_ready,z_hr,z_lnrmssd,z_eda,S,arousal_rel,arousal,calm,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 20:39:30,1772537970.528,801,870,,,,,,,,,,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,0,finger_off
2026-03-03 20:39:31,1772537971.528,788,850,,,,,,,,,,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,0,finger_off
2026-03-03 20:39:32,1772537972.528,773,942,,,,245,250.1,0.0,256.8,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:33,1772537973.413,3915,4261,,,,215,237.2,-30.0,253.7,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:34,1772537974.468,3915,4261,,,,165,207.0,-54.0,246.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:35,1772537975.528,3915,4261,,,,162,192.4,-3.0,238.3,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:36,1772537976.528,3915,4261,,,,160,184.4,-2.0,230.7,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:37,1772537977.528,3915,4261,,,,155,173.2,-5.0,223.8,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:38,1772537978.528,3915,4261,,,,153,160.5,-2.0,217.0,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
2026-03-03 20:39:39,1772537979.528,3915,4261,,,,152,157.4,-1.0,211.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
