ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 23:58:53,1772549933.559,20825,39490,,,,0,,,,0,0.0,0.00,0.00,0,0,finger_off
2026-03-03 23:58:54,1772549934.559,147235,216855,,,,0,,,,0,0.0,0.12,0.00,1,0,hrv_warming_up(need~30s)
2026-03-03 23:58:55,1772549935.559,874,4287,,,,0,226,233.6,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-03 23:58:56,1772549936.559,65665,83433,,,,0,198,216.2,-28.0,0,0.7,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-03 23:58:57,1772549937.559,773,2540,,,,0,181,204.4,-17.0,0,0.6,0.00,0.00,0,1,finger_off
2026-03-03 23:58:58,1772549938.559,150513,219651,,,,0,173,196.3,-8.0,0,0.3,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-03 23:58:59,1772549939.559,3783,13966,,,,0,166,189.6,-7.0,0,0.2,0.00,0.00,0,1,finger_off
2026-03-03 23:59:00,1772549940.559,2752,7593,,,,0,159,181.1,-7.0,0,0.2,0.00,0.00,0,1,finger_off
2026-03-03 23:59:01,1772549941.559,1059,1053,,,,0,160,171.3,1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-03 23:59:02,1772549942.559,1059,1053,,,,0,155,164.9,-5.0,0,0.2,0.00,0.00,0,1,finger_off
2026-03-03 23:59:03,1772549943.559,1059,1053,,,,0,154,160.4,-1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-03 23:59:04,1772549944.559,1059,1053,,,,0,151,157.2,-3.0,0,0.1,0.00,0.00,0,1,finger_off
