ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 23:39:01,1772548741.638,1300,1383,,,,0,,,,0,0.0,0.00,0.00,0,0,finger_off
2026-03-03 23:39:02,1772548742.638,1172,1275,,,,0,,,,0,0.0,0.00,0.00,0,0,finger_off
2026-03-03 23:39:03,1772548743.638,876,927,,,,0,255,256.9,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-03 23:39:04,1772548744.638,1115,1200,,,,0,222,239.9,-33.0,0,0.7,0.00,0.00,0,1,finger_off
2026-03-03 23:39:05,1772548745.618,868,993,,,,0,218,228.0,-4.0,0,0.1,0.00,0.00,0,1,finger_off
2026-03-03 23:39:06,1772548746.638,868,993,,,,0,185,220.5,-26.0,0,0.7,0.00,0.00,0,1,finger_off
2026-03-03 23:39:07,1772548747.638,868,993,,,,0,175,209.7,-10.0,0,0.3,0.00,0.00,0,1,finger_off
2026-03-03 23:39:08,1772548748.618,868,993,,,,0,167,198.0,-10.0,0,0.3,0.00,0.00,0,1,finger_off
2026-03-03 23:39:09,1772548749.638,868,993,,,,0,164,183.0,-3.0,0,0.1,0.00,0.00,0,1,finger_off
2026-03-03 23:39:10,1772548750.638,868,993,,,,0,158,172.1,-6.0,0,0.2,0.00,0.00,0,1,finger_off
2026-03-03 23:39:11,1772548751.638,868,993,,,,0,155,166.1,-3.0,0,0.1,0.00,0.00,0,1,finger_off
2026-03-03 23:39:12,1772548752.638,868,993,,,,0,153,161.4,-2.0,0,0.1,0.00,0.00,0,1,finger_off
2026-03-03 23:39:13,1772548753.638,868,993,,,,0,152,158.0,-1.0,0,0.0,0.00,0.00,0,1,finger_off
