ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 18:31:03,1772530263.400,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:31:04,1772530264.401,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:31:05,1772530265.400,,,,,242,242.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-03-03 18:31:06,1772530266.400,,,,,212,227.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-03-03 18:31:07,1772530267.400,,,,,195,216.3,-47.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:08,1772530268.400,,,,,187,209.0,-55.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:09,1772530269.400,,,,,176,202.4,-66.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:10,1772530270.400,,,,,173,197.5,-69.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:11,1772530271.400,,,,,165,179.2,-77.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:12,1772530272.400,,,,,164,176.7,-78.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:13,1772530273.400,,,,,160,170.8,-82.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:14,1772530274.400,,,,,157,165.8,-85.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:31:15,1772530275.400,,,,,157,160.6,-85.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
