ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bpm_c,rmssd_inv,gsr_slope_c,gsr_peak_c,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 18:32:07,1772530327.982,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:32:08,1772530328.982,,,,,,,,0,,,0.00,0.00,0.0,0.0,0.0,0,0,finger_off
2026-03-03 18:32:09,1772530329.983,,,,,243,243.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-03-03 18:32:10,1772530330.982,,,,,217,230.0,0.0,0,,,0.00,0.00,0.0,0.0,0.0,0,1,finger_off
2026-03-03 18:32:11,1772530331.982,,,,,194,218.0,-49.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:12,1772530332.982,,,,,185,209.8,-58.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:13,1772530333.982,,,,,174,202.6,-69.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:14,1772530334.982,,,,,171,197.3,-72.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:15,1772530335.982,,,,,166,184.5,-77.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:16,1772530336.982,,,,,160,175.0,-83.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:17,1772530337.982,,,,,161,166.4,-82.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:18,1772530338.982,,,,,157,164.8,-86.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:19,1772530339.982,,,,,159,160.6,-84.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:20,1772530340.982,,,,,155,158.4,-62.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:21,1772530341.982,,,,,154,157.2,-31.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:23,1772530342.982,,,,,152,156.3,-22.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:23,1772530343.982,,,,,151,154.2,-23.0,0,,,1.00,0.00,0.7,0.0,0.0,0,1,finger_off
2026-03-03 18:32:25,1772530344.982,,,,,151,152.6,-15.0,0,,,0.75,0.00,0.5,0.0,0.0,0,1,finger_off
