ts_iso,ts_unix,red,ir,bpm,rmssd,rmssd_ema,gsr,gsr_mean_5s,gsr_slope_1s,eda_tonic,eda_phasic_rms_10s,eda_scr_rate_per_min,baseline_ready,z_hr,z_lnrmssd,z_eda,S,arousal_rel,arousal,calm,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-03 20:40:36,1772538036.845,160432,246764,58.6,,,143,143.6,0.0,155.2,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.62,0.45,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:37,1772538037.845,160943,249127,58.6,,,142,143.5,-1.0,154.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.62,0.45,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:38,1772538038.845,160919,249026,58.6,,,142,143.5,0.0,153.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.62,0.45,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:39,1772538039.845,161178,248345,57.0,,,146,143.4,4.0,152.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:40,1772538040.845,160155,244382,57.0,,,143,143.4,-3.0,151.3,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:41,1772538041.845,160495,245885,57.0,,,146,143.7,3.0,150.7,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:42,1772538042.845,160627,245825,57.0,,,143,143.8,-3.0,150.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:43,1772538043.845,160865,247731,57.0,,,143,143.8,0.0,149.4,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:44,1772538044.845,159879,244031,57.0,,,142,143.8,-1.0,148.8,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-03 20:40:45,1772538045.845,160537,246899,54.2,0.198,0.198,144,144.0,2.0,148.4,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(0/60)
2026-03-03 20:40:46,1772538046.845,160937,249121,57.0,0.172,0.194,143,143.6,-1.0,147.9,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(0/60)
2026-03-03 20:40:47,1772538047.845,160887,249175,57.0,0.172,0.190,142,143.6,-1.0,147.5,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(0/60)
2026-03-03 20:40:48,1772538048.845,160846,249125,56.3,0.170,0.187,143,143.5,1.0,147.1,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.82,0.75,1,1,calibrating_baseline(1/60)
2026-03-03 20:40:49,1772538049.845,160826,249160,56.3,0.170,0.185,144,143.6,1.0,146.8,0.00,0.0,0,0.00,0.00,0.00,0.00,,,,0.82,0.75,1,1,calibrating_baseline(2/60)
2026-03-03 20:40:50,1772538050.845,160827,249114,56.3,0.170,0.182,146,143.7,2.0,146.6,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.82,0.75,1,1,calibrating_baseline(3/60)
2026-03-03 20:40:51,1772538051.845,160771,249043,56.3,0.170,0.181,144,143.8,-2.0,146.3,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.82,0.75,1,1,calibrating_baseline(4/60)
2026-03-03 20:40:52,1772538052.845,160748,249212,60.4,,0.181,145,143.8,1.0,146.1,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(4/60)
2026-03-03 20:40:53,1772538053.845,160655,249040,61.4,,0.181,143,143.8,-2.0,145.8,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.70,0.58,1,1,calibrating_baseline(4/60)
2026-03-03 20:40:54,1772538054.845,160480,248689,58.4,,0.181,143,143.7,0.0,145.5,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.73,0.62,1,1,calibrating_baseline(5/60)
2026-03-03 20:40:55,1772538055.845,160466,248654,59.2,,0.181,142,143.3,-1.0,145.2,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.65,1,1,calibrating_baseline(6/60)
2026-03-03 20:40:56,1772538056.845,160278,248599,57.3,,0.181,143,143.1,1.0,145.1,0.02,0.0,0,0.00,0.00,0.00,0.00,,,,0.83,0.75,1,1,calibrating_baseline(7/60)
2026-03-03 20:40:57,1772538057.845,160180,248604,57.5,0.134,0.151,143,143.0,0.0,144.9,0.08,6.0,0,0.00,0.00,0.00,0.00,,,,0.83,0.75,1,1,calibrating_baseline(8/60)
2026-03-03 20:40:58,1772538058.845,160187,248899,59.9,0.131,0.148,143,143.1,0.0,144.7,0.12,12.0,0,0.00,0.00,0.00,0.00,,,,0.83,0.76,1,1,calibrating_baseline(9/60)
2026-03-03 20:40:59,1772538059.845,160304,248943,67.7,0.125,0.145,144,143.2,1.0,144.6,0.15,18.0,0,0.00,0.00,0.00,0.00,,,,0.72,0.60,1,1,calibrating_baseline(10/60)
2026-03-03 20:41:00,1772538060.845,159525,245256,66.5,0.123,0.141,142,143.3,-2.0,144.5,0.16,18.0,0,0.00,0.00,0.00,0.00,,,,0.74,0.63,1,1,calibrating_baseline(11/60)
2026-03-03 20:41:01,1772538061.845,159571,245406,65.9,0.099,0.135,143,143.2,1.0,144.3,0.17,18.0,0,0.00,0.00,0.00,0.00,,,,0.75,0.65,1,1,calibrating_baseline(12/60)
2026-03-03 20:41:02,1772538062.845,159581,245929,65.6,0.090,0.128,143,143.2,0.0,144.2,0.22,24.0,0,0.00,0.00,0.00,0.00,,,,0.75,0.65,1,1,calibrating_baseline(13/60)
2026-03-03 20:41:03,1772538063.845,160048,248006,64.1,0.088,0.122,144,143.1,1.0,144.1,0.23,24.0,0,0.00,0.00,0.00,0.00,,,,0.75,0.65,1,1,calibrating_baseline(14/60)
2026-03-03 20:41:04,1772538064.845,158677,242573,67.3,0.090,0.117,142,142.9,-2.0,143.9,0.24,30.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(15/60)
2026-03-03 20:41:05,1772538065.845,159395,247931,67.3,0.090,0.113,144,142.5,2.0,143.7,0.24,30.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(16/60)
2026-03-03 20:41:06,1772538066.845,158999,245953,67.3,0.090,0.109,142,142.4,-2.0,143.5,0.25,30.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(17/60)
2026-03-03 20:41:07,1772538067.845,159547,248157,67.3,0.090,0.106,145,142.3,3.0,143.5,0.34,36.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(18/60)
2026-03-03 20:41:08,1772538068.845,159018,246338,67.3,0.090,0.104,143,142.4,-2.0,143.4,0.35,36.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(19/60)
2026-03-03 20:41:09,1772538069.845,157804,241666,67.3,0.090,0.102,144,142.5,1.0,143.4,0.40,42.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(20/60)
2026-03-03 20:41:10,1772538070.845,159192,247462,67.3,0.090,0.100,142,142.8,-2.0,143.4,0.41,48.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(21/60)
2026-03-03 20:41:11,1772538071.845,158770,245463,67.3,0.090,0.098,143,143.0,1.0,143.3,0.45,60.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(22/60)
2026-03-03 20:41:12,1772538072.845,159137,247157,67.3,0.090,0.097,141,142.8,-2.0,143.2,0.44,54.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(23/60)
2026-03-03 20:41:13,1772538073.845,158281,243682,67.3,0.090,0.096,144,142.8,3.0,143.2,0.52,66.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(24/60)
2026-03-03 20:41:14,1772538074.845,158652,245605,67.3,0.090,0.095,143,142.8,-1.0,143.2,0.57,66.0,0,0.00,0.00,0.00,0.00,,,,0.76,0.66,1,1,calibrating_baseline(25/60)
2026-03-03 20:41:15,1772538075.845,158915,246776,70.5,0.088,0.094,144,143.0,1.0,143.3,0.70,78.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(25/60)
2026-03-03 20:41:16,1772538076.845,158005,243405,74.3,0.078,0.092,143,143.1,-1.0,143.2,0.72,84.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(25/60)
2026-03-03 20:41:17,1772538077.845,158514,245751,77.8,0.078,0.090,142,143.2,-1.0,143.2,0.70,78.0,0,0.00,0.00,0.00,0.00,,,,0.93,0.90,1,1,calibrating_baseline(26/60)
2026-03-03 20:41:18,1772538078.845,158960,247746,76.6,0.071,0.087,142,143.1,0.0,143.1,0.70,78.0,0,0.00,0.00,0.00,0.00,,,,0.94,0.91,1,1,calibrating_baseline(27/60)
2026-03-03 20:41:19,1772538079.845,158245,244826,81.8,0.073,0.085,142,142.9,0.0,143.0,0.69,66.0,0,0.00,0.00,0.00,0.00,,,,0.89,0.84,1,1,calibrating_baseline(28/60)
2026-03-03 20:41:20,1772538080.845,158762,247132,79.0,0.074,0.083,142,142.5,0.0,142.9,0.69,66.0,0,0.00,0.00,0.00,0.00,,,,0.89,0.85,1,1,calibrating_baseline(29/60)
2026-03-03 20:41:21,1772538081.845,158940,247889,79.0,0.072,0.081,143,142.5,1.0,142.9,0.71,66.0,0,0.00,0.00,0.00,0.00,,,,0.90,0.86,1,1,calibrating_baseline(30/60)
2026-03-03 20:41:22,1772538082.845,158513,245870,74.2,0.075,0.080,142,142.4,-1.0,142.9,0.73,72.0,0,0.00,0.00,0.00,0.00,,,,0.87,0.81,1,1,calibrating_baseline(31/60)
2026-03-03 20:41:23,1772538083.845,158380,245910,74.2,0.075,0.079,141,142.4,-1.0,142.8,0.69,72.0,0,0.00,0.00,0.00,0.00,,,,0.87,0.81,1,1,calibrating_baseline(32/60)
2026-03-03 20:41:24,1772538084.845,158615,247143,74.2,0.075,0.079,145,142.4,4.0,142.8,0.67,72.0,0,0.00,0.00,0.00,0.00,,,,0.87,0.81,1,1,calibrating_baseline(33/60)
2026-03-03 20:41:25,1772538085.845,158734,247944,74.2,0.075,0.078,142,142.6,-3.0,142.8,0.60,72.0,0,0.00,0.00,0.00,0.00,,,,0.87,0.81,1,1,calibrating_baseline(34/60)
2026-03-03 20:41:26,1772538086.845,158143,244951,75.3,0.074,0.077,145,142.7,3.0,142.9,0.66,72.0,0,0.00,0.00,0.00,0.00,,,,0.85,0.79,1,1,calibrating_baseline(35/60)
2026-03-03 20:41:27,1772538087.845,158502,245939,76.7,0.072,0.077,142,142.7,-3.0,142.8,0.68,78.0,0,0.00,0.00,0.00,0.00,,,,0.86,0.80,1,1,calibrating_baseline(36/60)
2026-03-03 20:41:28,1772538088.845,158697,247560,76.0,0.067,0.075,144,142.7,2.0,142.8,0.69,84.0,0,0.00,0.00,0.00,0.00,,,,0.86,0.80,1,1,calibrating_baseline(37/60)
2026-03-03 20:41:29,1772538089.845,158583,247836,78.5,0.067,0.074,142,142.7,-2.0,142.7,0.71,90.0,0,0.00,0.00,0.00,0.00,,,,0.90,0.86,1,1,calibrating_baseline(38/60)
2026-03-03 20:41:30,1772538090.845,157949,243765,72.4,0.081,0.075,144,142.7,2.0,142.7,0.73,96.0,0,0.00,0.00,0.00,0.00,,,,0.83,0.76,1,1,calibrating_baseline(39/60)
2026-03-03 20:41:31,1772538091.845,158072,244146,70.5,0.079,0.076,141,142.5,-3.0,142.7,0.71,90.0,0,0.00,0.00,0.00,0.00,,,,0.82,0.74,1,1,calibrating_baseline(40/60)
2026-03-03 20:41:32,1772538092.845,158229,245338,77.0,0.090,0.078,142,142.3,1.0,142.6,0.68,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(41/60)
2026-03-03 20:41:33,1772538093.845,158311,245772,77.0,0.090,0.080,141,142.2,-1.0,142.5,0.68,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(42/60)
2026-03-03 20:41:34,1772538094.845,158665,247571,71.6,0.103,0.083,142,142.1,1.0,142.5,0.68,78.0,0,0.00,0.00,0.00,0.00,,,,0.75,0.64,1,1,calibrating_baseline(43/60)
2026-03-03 20:41:35,1772538095.845,158791,248192,76.1,0.112,0.088,142,142.0,0.0,142.4,0.64,78.0,0,0.00,0.00,0.00,0.00,,,,0.75,0.64,1,1,calibrating_baseline(44/60)
2026-03-03 20:41:36,1772538096.845,157734,243639,75.6,0.111,0.091,142,142.0,0.0,142.4,0.58,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(45/60)
2026-03-03 20:41:37,1772538097.845,157724,243536,75.6,0.111,0.094,142,142.1,0.0,142.4,0.56,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(46/60)
2026-03-03 20:41:38,1772538098.845,158516,247210,75.6,0.111,0.097,142,142.1,0.0,142.4,0.55,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(47/60)
2026-03-03 20:41:39,1772538099.845,158605,247822,75.6,0.111,0.099,142,142.1,0.0,142.3,0.55,78.0,0,0.00,0.00,0.00,0.00,,,,0.77,0.67,1,1,calibrating_baseline(48/60)
2026-03-03 20:41:40,1772538100.845,157889,244018,70.9,0.111,0.101,143,142.2,1.0,142.4,0.62,78.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(48/60)
2026-03-03 20:41:41,1772538101.845,157992,244612,74.1,0.114,0.103,142,142.3,-1.0,142.4,0.65,78.0,0,0.00,0.00,0.00,0.00,,,,0.70,0.57,1,1,calibrating_baseline(48/60)
2026-03-03 20:41:42,1772538102.845,157897,244293,70.0,0.116,0.105,142,142.4,0.0,142.4,0.73,90.0,0,0.00,0.00,0.00,0.00,,,,0.72,0.60,1,1,calibrating_baseline(49/60)
2026-03-03 20:41:43,1772538103.845,157717,244004,70.0,0.116,0.107,142,142.5,0.0,142.4,0.74,90.0,0,0.00,0.00,0.00,0.00,,,,0.72,0.60,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:44,1772538104.845,157537,243340,66.5,0.114,0.108,140,142.5,-2.0,142.4,0.75,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:45,1772538105.845,157568,243800,66.5,0.114,0.109,142,142.2,2.0,142.3,0.75,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:46,1772538106.848,158009,246206,66.5,0.114,0.110,143,142.3,1.0,142.3,0.79,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:47,1772538107.845,158198,247856,66.5,0.114,0.110,142,142.2,-1.0,142.3,0.81,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:48,1772538108.845,158390,248196,66.5,0.114,0.111,142,142.3,0.0,142.4,0.85,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:49,1772538109.845,158196,246515,66.5,0.114,0.111,142,142.3,1.0,142.3,0.86,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:50,1772538110.845,158674,248632,66.5,0.114,0.112,142,142.5,0.0,142.4,0.82,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:51,1772538111.845,158511,248372,66.5,0.114,0.112,143,142.3,1.0,142.3,0.79,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:52,1772538112.845,158386,248221,66.5,0.114,0.112,141,142.2,-2.0,142.3,0.75,90.0,0,0.00,0.00,0.00,0.00,,,,0.69,0.56,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:53,1772538113.845,158023,244667,67.5,0.131,0.115,144,142.0,3.0,142.2,0.75,90.0,0,0.00,0.00,0.00,0.00,,,,0.44,0.20,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:54,1772538114.845,158138,245854,73.5,0.131,0.118,141,141.9,-3.0,142.2,0.73,84.0,0,0.00,0.00,0.00,0.00,,,,0.63,0.47,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:55,1772538115.845,158276,246800,77.3,0.127,0.119,144,141.8,3.0,142.1,0.76,90.0,0,0.00,0.00,0.00,0.00,,,,0.63,0.47,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:56,1772538116.845,158223,247276,77.9,0.124,0.120,142,141.8,-2.0,142.1,0.71,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:57,1772538117.845,157790,245224,77.9,0.124,0.120,144,141.9,2.0,142.1,0.74,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:58,1772538118.845,157318,243220,77.9,0.124,0.121,142,142.1,-2.0,142.2,0.74,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:41:59,1772538119.845,157127,242050,77.9,0.124,0.121,143,142.3,1.0,142.2,0.76,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:42:00,1772538120.845,158187,247296,77.9,0.124,0.122,141,142.2,-2.0,142.2,0.73,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:42:01,1772538121.845,158115,247486,77.9,0.124,0.122,142,142.2,1.0,142.2,0.75,84.0,0,0.00,0.00,0.00,0.00,,,,0.68,0.54,1,1,calibrating_baseline(50/60)
2026-03-03 20:42:02,1772538122.845,840,1189,,,0.122,140,142.1,-2.0,142.1,0.74,84.0,0,0.00,0.00,0.00,0.00,,,,0.00,0.00,0,1,finger_off
