ts_iso,ts_unix,red,ir,bpm,rmssd_raw_s,rmssd_ema_s,rr_count_30s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal,bio_conf,ppgQ,finger_on,gsr_fresh,note
2026-03-22 15:25:27,1774160727.616,669,866,,,,0,,,,0,0.0,0.00,0.00,0,0,finger_off
2026-03-22 15:25:28,1774160728.616,13134,22092,,,,0,,,,0,0.0,0.00,0.00,0,0,finger_off
2026-03-22 15:25:29,1774160729.616,166094,234222,,,,0,675,675.1,0.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:30,1774160730.616,166627,238176,,,,0,675,675.0,0.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:31,1774160731.616,166303,238339,,,,0,675,674.9,0.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:32,1774160732.616,166037,237708,,,,0,674,674.9,-1.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:33,1774160733.616,164982,236408,,,,0,675,674.9,1.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:34,1774160734.616,164727,237395,,,,0,675,674.9,0.0,0,0.0,0.30,0.00,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:35,1774160735.616,164498,236930,78.9,,,1,675,674.9,0.0,0,0.2,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:36,1774160736.616,164186,236752,78.9,,,1,675,674.9,0.0,0,0.2,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:37,1774160737.616,163697,235615,78.9,,,1,675,674.9,0.0,0,0.2,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:38,1774160738.616,162977,233610,72.7,,,2,675,674.9,0.0,0,0.1,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:39,1774160739.616,162619,232988,70.7,,,3,675,674.9,0.0,0,0.1,0.44,0.20,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:40,1774160740.616,162571,233221,71.0,,,4,675,674.9,0.0,0,0.1,0.81,0.73,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:41,1774160741.616,162668,233791,72.7,,,5,675,674.8,0.0,0,0.1,0.83,0.76,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:42,1774160742.616,162318,232772,75.1,,,7,675,674.8,0.0,0,0.1,0.84,0.78,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:43,1774160743.616,161801,231346,75.1,,,8,675,674.8,0.0,0,0.1,0.86,0.80,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:44,1774160744.616,161885,231854,74.3,,,9,674,674.8,-1.0,0,0.2,0.87,0.82,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:45,1774160745.616,161971,232531,73.0,,,10,675,674.8,1.0,0,0.1,0.89,0.84,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:46,1774160746.616,162003,232931,72.4,,,11,675,674.9,0.0,0,0.1,0.90,0.86,1,1,hrv_warming_up(need~30s)
2026-03-22 15:25:47,1774160747.616,162215,233790,70.5,0.057,0.057,12,675,674.9,0.0,0,0.3,0.90,0.86,1,1,
2026-03-22 15:25:48,1774160748.616,161184,230052,73.2,0.062,0.058,14,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:49,1774160749.616,161156,230407,75.5,0.060,0.058,15,675,674.9,0.0,0,0.3,0.90,0.86,1,1,
2026-03-22 15:25:50,1774160750.616,161064,231408,78.5,0.059,0.058,16,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:51,1774160751.616,161743,233339,78.7,0.058,0.058,17,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:52,1774160752.616,161453,232491,78.7,0.058,0.058,17,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:53,1774160753.616,161127,232275,78.7,0.058,0.058,17,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:54,1774160754.616,161296,233496,78.7,0.058,0.058,17,675,674.9,0.0,0,0.3,0.89,0.84,1,1,
2026-03-22 15:25:55,1774160755.616,29552,38752,,,0.058,0,675,674.9,0.0,0,0.3,0.00,0.00,0,1,finger_off
2026-03-22 15:25:56,1774160756.616,3361,5701,,,0.058,0,675,674.9,0.0,0,0.3,0.00,0.00,0,1,finger_off
2026-03-22 15:25:57,1774160757.616,164398,228009,,,0.058,0,675,674.9,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:25:58,1774160758.616,164709,229924,,,0.058,0,675,674.9,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:25:59,1774160759.616,164528,230070,,,0.058,0,674,674.9,-1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:00,1774160760.616,164280,230190,,,0.058,0,675,674.8,1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:01,1774160761.616,164125,230476,,,0.058,0,675,674.8,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:02,1774160762.616,1827,3301,,,0.058,0,675,674.8,0.0,0,0.3,0.00,0.00,0,1,finger_off
2026-03-22 15:26:03,1774160763.616,162365,229098,,,0.058,0,675,674.9,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:04,1774160764.616,161439,226030,75.0,,0.058,1,675,674.9,0.0,0,0.3,0.44,0.20,1,1,
2026-03-22 15:26:05,1774160765.616,160893,224007,75.0,,0.058,1,675,674.9,0.0,0,0.3,0.44,0.20,1,1,
2026-03-22 15:26:06,1774160766.616,161053,224791,49.9,,0.058,2,674,674.9,-1.0,0,0.2,0.44,0.20,1,1,
2026-03-22 15:26:07,1774160767.616,161554,227214,58.0,,0.058,3,675,674.9,1.0,0,0.2,0.44,0.20,1,1,
2026-03-22 15:26:08,1774160768.616,161809,229268,61.3,,0.058,4,674,674.9,-1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:09,1774160769.616,161485,229637,63.1,,0.058,5,675,674.9,1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:10,1774160770.616,161328,229965,64.1,,0.058,6,675,674.9,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:11,1774160771.616,161290,229899,64.1,,0.058,6,675,674.9,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:12,1774160772.616,160694,228203,64.1,,0.058,6,674,674.9,-1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:13,1774160773.616,160473,227980,64.1,,0.058,6,675,674.9,1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:14,1774160774.616,160352,227954,64.6,,0.058,7,675,674.8,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:15,1774160775.616,159926,226985,66.2,,0.058,8,675,674.8,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:16,1774160776.616,159767,226188,66.2,,0.058,8,675,674.8,0.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:17,1774160777.616,159793,226814,66.2,,0.058,8,674,674.8,-1.0,0,0.3,0.30,0.00,1,1,
2026-03-22 15:26:18,1774160778.616,158955,224044,72.8,,0.058,10,675,674.8,1.0,0,0.3,0.81,0.72,1,1,
2026-03-22 15:26:19,1774160779.616,158844,223805,72.8,,0.058,10,675,674.8,0.0,0,0.3,0.81,0.72,1,1,
2026-03-22 15:26:20,1774160780.616,159426,226272,76.8,,0.058,11,675,674.8,0.0,0,0.3,0.76,0.65,1,1,
2026-03-22 15:26:21,1774160781.616,158891,224622,76.1,0.337,0.334,12,674,674.8,-1.0,0,0.1,0.79,0.70,1,1,
2026-03-22 15:26:22,1774160782.616,158863,224756,72.6,0.324,0.333,13,675,674.9,1.0,0,0.1,0.80,0.71,1,1,
2026-03-22 15:26:23,1774160783.616,71412,97337,72.1,0.311,0.329,14,675,674.9,0.0,0,0.1,0.82,0.74,1,1,
2026-03-22 15:26:24,1774160784.616,1065,2040,,,0.329,0,675,674.9,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:25,1774160785.616,908,1402,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:26,1774160786.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:27,1774160787.616,965,1313,,,0.329,0,674,674.8,-1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:28,1774160788.616,965,1313,,,0.329,0,675,674.8,1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:29,1774160789.616,965,1313,,,0.329,0,674,674.8,-1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:30,1774160790.616,965,1313,,,0.329,0,675,674.8,1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:31,1774160791.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:32,1774160792.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:33,1774160793.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:34,1774160794.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:35,1774160795.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:36,1774160796.616,965,1313,,,0.329,0,675,674.8,0.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:37,1774160797.616,965,1313,,,0.329,0,674,674.8,-1.0,0,0.0,0.00,0.00,0,1,finger_off
2026-03-22 15:26:38,1774160798.616,965,1313,,,0.329,0,675,674.8,1.0,0,0.0,0.00,0.00,0,1,finger_off
